Id,SalePrice
1461,126814.1100826702
1462,152276.5471317745
1463,180405.35608311158
1464,189414.6669109969
1465,194259.04837058598
1466,180885.75521553107
1467,177810.2021891268
1468,171147.69339600997
1469,182755.21899976738
1470,128047.10401500663
1471,205899.03968752784
1472,92737.76446863063
1473,98206.3181976714
1474,152140.5960383088
1475,114099.30895724273
1476,362812.0795603544
1477,250900.32807279556
1478,300991.44940040587
1479,295097.7070373878
1480,470984.50267676497
1481,315566.62744715053
1482,202304.31504981118
1483,179889.36839111973
1484,171176.42074886188
1485,176059.9865641669
1486,195277.5087324033
1487,326813.8086091811
1488,234285.3785518615
1489,198283.1259348652
1490,224433.99971854553
1491,192510.34832389577
1492,95882.31209887046
1493,173867.19086399343
1494,301242.8955157995
1495,295649.2714312888
1496,233637.61942223925
1497,177641.00141482556
1498,162041.0722848326
1499,156112.59716389416
1500,150313.1125997859
1501,173653.35981619405
1502,153950.02453873635
1503,288654.7101837819
1504,225059.81939379833
1505,225255.90258629303
1506,174461.938868149
1507,249144.51885876086
1508,194056.30662906094
1509,158206.48933109955
1510,147140.1386972395
1511,149160.3282668528
1512,166122.0933945453
1513,138105.53566235743
1514,150883.71836585656
1515,202509.85923326126
1516,147224.6067716581
1517,157539.39124909643
1518,134926.3477487558
1519,222502.08466968633
1520,139472.98590529556
1521,139389.78175343203
1522,165594.92375516906
1523,116988.07061066198
1524,120172.14418504738
1525,124738.78295217546
1526,120882.09591548555
1527,107153.05100358189
1528,129839.71081785102
1529,145329.80370242882
1530,169275.5270614076
1531,126138.49469931764
1532,110327.12521553357
1533,146137.0681112173
1534,123249.94120782602
1535,150778.42570765316
1536,115309.25970262276
1537,64422.21078173049
1538,143037.51541424054
1539,181180.9266698678
1540,101956.67064621301
1541,137472.14205818722
1542,137017.2756266393
1543,194191.91567486365
1544,83795.49676768227
1545,100166.80847877402
1546,128180.94997307422
1547,134469.00783146473
1548,129702.64053087846
1549,109991.97335763222
1550,136368.0895755899
1551,113228.21648818541
1552,143051.13912353897
1553,148475.9094650394
1554,114673.5087258308
1555,175020.17519082388
1556,87134.69797056926
1557,109209.18656310417
1558,95000.87974317279
1559,91786.69042466485
1560,129017.5211606992
1561,130935.12289852292
1562,134402.98498083313
1563,120480.3787192323
1564,156750.50020347702
1565,157023.1891221194
1566,224717.865237202
1567,79491.39127542189
1568,230891.79146037038
1569,154615.9178250413
1570,138214.04198906125
1571,117837.59262115962
1572,147615.06341379439
1573,252758.8540986172
1574,120723.34393685294
1575,213076.97033616074
1576,231175.62086552256
1577,193849.42428778624
1578,145807.1784458926
1579,144960.33319597843
1580,190323.86211857895
1581,145819.05686746654
1582,127161.5657073308
1583,329903.2392640309
1584,230188.1853061306
1585,143206.1191973498
1586,76525.03950052864
1587,97715.07036292706
1588,143391.80309407765
1589,98904.43805026442
1590,138811.87181663266
1591,99827.8995597572
1592,128615.82135984662
1593,119545.03503805309
1594,120340.28460444645
1595,115464.15151702588
1596,239629.80422873725
1597,179172.55446804786
1598,196291.06480525227
1599,165989.4752492014
1600,160689.39002166217
1601,63991.43855288306
1602,114358.66160367499
1603,74504.60929672365
1604,259964.72785274632
1605,246229.81426728092
1606,165575.48992725095
1607,158609.7952220239
1608,221602.46991524287
1609,185467.4082845324
1610,152672.0214156028
1611,147810.0148994502
1612,177789.9309097194
1613,181564.446818905
1614,116088.28048880566
1615,93888.25580757637
1616,76800.0603995963
1617,92002.33754543029
1618,121951.15223045784
1619,136795.12735787217
1620,162535.28617988506
1621,139702.90091836322
1622,143858.19774584135
1623,280401.6873863039
1624,222207.5123215746
1625,123984.54987957326
1626,168660.83313409693
1627,184369.9037451932
1628,258208.29174723782
1629,174516.93092109635
1630,342352.50624493376
1631,211426.99195646407
1632,236280.38716878754
1633,168904.44439290132
1634,187306.57756805333
1635,180406.45998275446
1636,160865.637827368
1637,196593.89820162172
1638,196972.8954681604
1639,183033.79440952343
1640,246758.45186298082
1641,178637.92974253476
1642,220246.6235603556
1643,221015.2654301762
1644,225560.28651150168
1645,188909.29860430676
1646,152711.10980565913
1647,153784.3220273492
1648,135744.96792645167
1649,138037.39238261108
1650,116678.92523737262
1651,117747.86874606722
1652,96603.40139033188
