Id,SalePrice
1461,130344.58886944591
1462,159515.78617197002
1463,187252.23781536432
1464,187200.88837171198
1465,190433.00819228453
1466,175289.4925846765
1467,178826.21920643418
1468,169310.33109217772
1469,178268.0948980956
1470,129881.09092176019
1471,201709.91509883682
1472,93006.03180020097
1473,102761.89274656663
1474,152222.61001472667
1475,116634.7817559721
1476,377341.691204068
1477,256461.2226547893
1478,287030.1837644567
1479,294372.1182848961
1480,534186.6579090727
1481,301812.4506668512
1482,205473.53609007245
1483,176030.12444982337
1484,167600.15315346746
1485,178227.7877181534
1486,191262.25166541582
1487,322134.67691036407
1488,220218.529272835
1489,199477.42168019485
1490,225011.20802005692
1491,195203.10562039676
1492,83945.03160419552
1493,177396.5297231493
1494,298354.5291806366
1495,289366.1124407741
1496,236916.4599756636
1497,178004.02810296323
1498,166523.93675167038
1499,158851.639645779
1500,158455.6446506555
1501,173802.74219774085
1502,155627.04591499345
1503,273485.24925915466
1504,234423.92119072072
1505,225816.55396114377
1506,181522.41875195174
1507,261317.16980147507
1508,201317.01128827065
1509,164501.15650737254
1510,148783.89335868708
1511,149682.33313373046
1512,171213.19850420722
1513,135225.82851399673
1514,167554.78151067335
1515,211242.02826595408
1516,152833.00489368878
1517,158775.32879652607
1518,135568.03647452482
1519,216874.7921657238
1520,135990.7841343786
1521,138439.5139803523
1522,169934.19055446182
1523,117169.52983825139
1524,124471.62615477249
1525,128760.02046834155
1526,124226.22695816985
1527,102493.07212252838
1528,133951.02016232215
1529,147738.18257644397
1530,174083.1430297307
1531,109207.33691344787
1532,89525.28443271048
1533,145244.83506674448
1534,128182.24451182582
1535,150202.85839346205
1536,111747.9527766798
1537,62429.70914015404
1538,138701.400677784
1539,180894.0931068178
1540,114506.05263197207
1541,136768.7617734128
1542,135286.49372298963
1543,191767.5053995697
1544,81148.28842679247
1545,105887.3269319685
1546,131996.04125020537
1547,131491.4570058303
1548,129769.9992544183
1549,116535.2716871812
1550,139985.6180124186
1551,107733.41095962383
1552,135356.01199321417
1553,142815.5707453547
1554,118860.57653888321
1555,171664.7376831742
1556,87305.12635894067
1557,95440.55511015168
1558,89444.68270186166
1559,64877.82633514786
1560,136926.3457545487
1561,131318.04265217565
1562,132599.49259598798
1563,121492.60149174892
1564,167014.65484998588
1565,145246.53656674593
1566,232498.52966674126
1567,78726.61033608
1568,237477.6726201519
1569,144111.7188105415
