Id,SalePrice
1461,125518.63853035048
1462,162268.3011085736
1463,182879.36393440329
1464,194456.73542048948
1465,191616.30196498102
1466,177608.91929195772
1467,180883.19960868673
1468,168320.88278266176
1469,183742.73769405702
1470,123936.2356269631
1471,201515.85470780073
1472,96271.95924150446
1473,100294.9784817583
1474,149649.55941879575
1475,116557.73583032492
1476,351047.7036731438
1477,253446.18246377193
1478,291340.2773321747
1479,287240.2123023814
1480,482264.09198825824
1481,316596.0491461463
1482,201863.20204280064
1483,177828.25115794424
1484,168021.53554672725
1485,181011.22455960687
1486,195859.56077818875
1487,322430.84600886464
1488,231859.6340118987
1489,197488.15193046338
1490,227348.58934249196
1491,195033.46258695665
1492,93168.13917510297
1493,166184.5354203123
1494,292151.7428987511
1495,286359.61109667306
1496,233254.8002477779
1497,187072.7489288942
1498,169506.68371578804
1499,160912.07127171857
1500,157198.6536407434
1501,173414.29043906016
1502,154775.45903024325
1503,282466.36022147833
1504,235011.88250517123
1505,225832.6149964114
1506,185752.2024438924
1507,259254.50320479803
1508,201237.7423574348
1509,159325.11104769618
1510,148295.48879718056
1511,153777.37778126943
1512,175552.2984576282
1513,138387.96242855894
1514,164563.45429776306
1515,192442.85984240615
1516,149934.34906912345
1517,157987.11524835942
1518,132952.31391250732
1519,222547.29166848492
1520,135362.23918068386
1521,138283.85067622762
1522,171077.15232509482
1523,114736.73191616258
1524,121431.88646694057
1525,126454.03402188161
1526,117960.9695711258
1527,107191.96368050536
1528,131225.3159502647
1529,152000.4022347013
1530,175632.39236728326
1531,118534.59407947805
1532,99972.77377582723
1533,150670.44618181913
1534,127544.81497561367
1535,151743.1558845045
1536,114309.45403722629
1537,69293.99750627372
1538,151635.8392166899
1539,198676.04358420824
1540,101887.86936898547
1541,135104.09360011842
1542,142867.48444285398
1543,195070.1139641319
1544,87587.22174769068
1545,108942.16843960292
1546,128440.65397215394
1547,135317.5440655348
1548,127713.99414302177
1549,107956.80030396528
1550,134944.69849976525
1551,116458.94984027602
1552,140409.16708080762
1553,138506.8755807818
1554,116970.82158626581
1555,171866.0947612836
1556,92782.68263644344
1557,114006.69537782719
1558,98128.1355219524
1559,81525.37714832727
1560,135420.61599968164
1561,129781.28300735545
1562,132517.19901954147
1563,121071.0775773177
1564,162704.03900394804
1565,148893.2129466052
1566,236968.04464545005
1567,79038.11817988097
1568,230970.1870726577
1569,142323.6507790484
1570,135632.29637298157
1571,119924.34411233592
1572,145982.11803934566
1573,238227.47941203217
1574,122293.65802563842
1575,227581.5142446542
1576,229466.84320060472
1577,190967.85455121537
1578,146970.39228396222
1579,139587.8770591099
1580,193717.07475989222
1581,142564.06660721212
1582,126916.95822868338
1583,321880.4789006819
1584,232657.26213948955
1585,143180.46579183213
1586,74150.57092509391
1587,100761.92784642418
1588,143368.64495087098
1589,95856.62360831661
1590,134544.9562127561
1591,97276.30103858217
1592,124965.83261589611
1593,121336.86375955214
1594,126660.58958937241
1595,116818.20134030211
1596,228514.91233731588
1597,188797.63941397768
1598,198176.9133441526
1599,160914.9444890796
1600,169604.20738361985
1601,67877.9388710487
1602,116456.29971959967
1603,75631.384102378
1604,266018.9180188663
1605,241531.6546425828
1606,171083.020354514
1607,170839.6009858227
1608,213688.58336795462
1609,188034.71031749496
1610,154373.2925316949
1611,140194.4703398759
1612,180101.35090131033
1613,172596.28275698496
1614,116507.53196242254
1615,87404.86935649447
1616,77725.42422288428
1617,90818.20459068222
1618,128157.30575943967
1619,139610.97304938364
1620,168371.15506913804
1621,139242.85442583714
1622,137421.46401381158
1623,266732.72639634594
1624,213652.6095494875
1625,123322.18385252316
1626,159330.54921446394
1627,190516.36380563083
1628,261629.27504959865
1629,174925.76698871286
1630,359571.9267229192
1631,217519.62684902997
1632,237695.70571453372
1633,171429.18048630806
1634,184063.84492263416
1635,179758.61178306636
1636,161607.62750463342
1637,199185.08280582709
1638,192555.43478685914
1639,181956.94976142663
1640,252758.6176820391
1641,178163.6166426125
1642,227659.29818535058
1643,222697.1158573573
1644,226154.0246999602
1645,201235.27996147666
1646,156433.8265127508
1647,159498.38760798232
1648,132638.6502586908
1649,138716.7482418565
1650,116170.27877949049
1651,121038.13676870948
1652,96853.70756139433
1653,98437.08439816887
1654,147559.86405255666
1655,141284.99847968513
1656,145347.0322971946
1657,148576.70164322792
1658,151172.01943561176
1659,127373.24652777337
1660,154466.31077540526
1661,465570.8381326389
1662,378041.2002975355
1663,388466.740632624
1664,517922.1424605799
1665,305689.9467202336
1666,325818.6333706418
1667,363652.9310053818
1668,337335.03423879703
1669,289141.7045634841
1670,352263.6822262805
1671,274202.928759973
1672,462689.63850784523
1673,291812.6960655675
1674,243155.66078653646
1675,197579.14503864187
1676,194329.59784451427
1677,211558.30673644805
1678,462073.32346381183
1679,388619.1204774223
1680,331761.0123537329
1681,242103.54225258323
1682,309044.89164225647
1683,195338.97003549553
1684,178596.77771300232
1685,174851.24278653416
1686,171714.880133053
1687,169251.29836834324
1688,189678.4179406588
1689,187906.2615887401
1690,190452.95609667056
1691,182640.963984501
1692,250652.91417030923
1693,172531.93369645457
1694,182572.30004474716
1695,165595.1351043411
1696,277702.80507530906
1697,169163.51401748875
1698,354748.7505794962
1699,321141.89305220055
1700,254633.83953376472
1701,268106.6246817786
1702,248149.94494166895
1703,248643.45804578552
1704,279267.36183315073
1705,232778.4339339694
1706,312131.3349819183
1707,213334.20327284836
1708,208330.4794590345
1709,272048.9944927572
1710,217631.9792954409
1711,255509.78250370035
1712,249203.8478839088
1713,274647.87690779165
1714,222873.66999230883
1715,204076.6615851816
1716,177790.89566533058
1717,170684.26228994483
1718,132237.83405609376
1719,198947.64986550045
1720,234518.0592707919
1721,161188.69632106353
1722,121283.81857267156
1723,156373.7579617895
1724,213044.95447068705
1725,234650.58581229165
1726,189295.28386587024
1727,163750.43365162006
1728,176692.88265754475
1729,165130.0314197027
1730,148907.6571225443
1731,122239.56046852078
1732,131526.5616413333
1733,120653.37802793634
1734,126038.69713491687
1735,132259.4008082716
1736,115201.49206856883
1737,316292.0890578508
1738,226292.83613134926
1739,275209.70728396915
1740,223871.91649593195
1741,192245.4475020098
1742,169705.99936553507
1743,176268.38719100127
1744,300493.4312013515
1745,225207.7714172803
1746,184204.38552727082
1747,215279.14688145588
1748,219129.27963872338
1749,152363.45708805596
1750,130167.94830266325
1751,241497.80912378768
1752,119326.60578735218
1753,148778.71422937638
1754,186514.41153178818
1755,168832.8429912704
1756,128932.39325514226
1757,121286.64557809102
1758,144949.03786338618
1759,162612.6943666206
1760,166709.17544213036
1761,144879.57956662457
1762,181717.85118691265
1763,171256.66953758625
1764,118280.08112348428
1765,143743.47071106595
1766,179385.70365595253
1767,224706.16181586136
1768,140757.98506987156
1769,165370.00468364195
1770,149835.86773200985
1771,123312.64417894276
1772,137395.5899851944
1773,129565.39281924277
1774,138253.8696013748
1775,137687.3670220156
1776,121018.76152616646
1777,115807.5706577719
1778,135474.13007181187
1779,119612.67386692224
1780,163994.95439765567
1781,126487.41811952376
1782,94417.51209644279
1783,143788.13735216478
1784,105163.05178958036
1785,117488.45722588852
1786,149516.2075955731
1787,160964.78248910175
1788,64075.99239462884
